occup,T_amb,T_tank,T_space,Ir_gain,Cond_losses,Vent_losses,heat_hp,heat_rate_sp,Tret_sp,heat_rate_wat,Tret_wat,water_forheat,COP_water,COP_space,hp_oper,space_ON,water_ON,P_con,time
1.0,20.38571428571429,0.0,21.96967509052656,0.0,0.14343557067977544,0.11096227840298396,0.0,-0.2543978490827594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-23T00:10:00.0
1.0,20.38571428571429,0.0,21.96881942293341,0.0,0.14335808570087774,0.110902335741901,0.0,-0.2542604214427788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-23T00:11:00.0
1.0,20.37142857142857,0.0,21.96796421757836,0.0,0.14457428543709389,0.11184319227479643,0.0,-0.25641747771189033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-23T00:12:00.0
1.0,20.37142857142857,0.0,21.96710175696092,0.0,0.14449618531588154,0.11178277373738486,0.0,-0.2562789590532664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-23T00:13:00.0
1.0,20.37142857142857,0.0,21.966239762251217,0.0,0.14441812738494475,0.11172238783852365,0.0,-0.2561405152234684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-23T00:14:00.0
1.0,20.37142857142857,0.0,21.965378233197576,0.0,0.14434011162149202,0.11166203456058124,0.0,-0.2560021461820733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-23T00:15:00.0
1.0,20.342857142857145,0.0,21.964517169548433,0.0,0.14684942371702975,0.11360324751093549,0.0,-0.2604526712279652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-23T00:16:00.0
1.0,20.32857142857143,0.0,21.963641136550812,0.0,0.1480637374060734,0.11454264499088862,0.0,-0.26260638239696205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-23T00:17:00.0
1.0,20.32857142857143,0.0,21.96275785954206,0.0,0.14798375225654561,0.11448076818872617,0.0,-0.26246452044527174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-23T00:18:00.0
1.0,20.32857142857143,0.0,21.961875059686218,0.0,0.14790381031559985,0.11441892481287974,0.0,-0.26232273512847964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-23T00:19:00.0
